,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,AgeImputed,EmbarkedImputed,CabinImputed,male,Embarked_C,Embarked_Q,Embarked_S,Embarked_missing,Embarked_nan,Cabin_number,Cabin_letter_C,Cabin_letter_Q,Cabin_letter_S,Cabin_letter_m,Cabin_letter_nan
132,133,0,3,47.0,1,0,14.5,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
133,134,1,2,29.0,1,0,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
134,135,0,2,25.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
135,136,0,2,23.0,0,0,15.0458,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
136,137,1,1,19.0,0,2,26.2833,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
137,138,0,1,37.0,1,0,53.1,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
138,139,0,3,16.0,0,0,9.2167,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
139,140,0,1,24.0,0,0,79.2,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
140,141,0,3,28.0,0,2,15.2458,True,False,True,False,1,0,0,0,0,,1,0,0,0,0
141,142,1,3,22.0,0,0,7.75,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
142,143,1,3,24.0,1,0,15.85,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
143,144,0,3,19.0,0,0,6.75,False,False,True,True,0,1,0,0,0,,0,1,0,0,0
144,145,0,2,18.0,0,0,11.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
145,146,0,2,19.0,1,1,36.75,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
146,147,1,3,27.0,0,0,7.7958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
147,148,0,3,9.0,2,2,34.375,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
148,149,0,2,36.5,0,2,26.0,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
149,150,0,2,42.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
150,151,0,2,51.0,0,0,12.525,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
151,152,1,1,22.0,1,0,66.6,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
152,153,0,3,55.5,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
153,154,0,3,40.5,0,2,14.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
154,155,0,3,28.0,0,0,7.3125,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
155,156,0,1,51.0,0,1,61.3792,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
156,157,1,3,16.0,0,0,7.7333,False,False,True,False,0,1,0,0,0,,0,1,0,0,0
157,158,0,3,30.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
158,159,0,3,28.0,0,0,8.6625,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
159,160,0,3,28.0,8,2,69.55,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
160,161,0,3,44.0,0,1,16.1,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
161,162,1,2,40.0,0,0,15.75,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
162,163,0,3,26.0,0,0,7.775,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
163,164,0,3,17.0,0,0,8.6625,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
164,165,0,3,1.0,4,1,39.6875,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
165,166,1,3,9.0,0,2,20.525,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
166,167,1,1,28.0,0,1,55.0,True,False,False,False,0,0,1,0,0,,0,0,1,0,0
167,168,0,3,45.0,1,4,27.9,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
168,169,0,1,28.0,0,0,25.925,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
169,170,0,3,28.0,0,0,56.4958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
170,171,0,1,61.0,0,0,33.5,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
171,172,0,3,4.0,4,1,29.125,False,False,True,True,0,1,0,0,0,,0,1,0,0,0
172,173,1,3,1.0,1,1,11.1333,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
173,174,0,3,21.0,0,0,7.925,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
174,175,0,1,56.0,0,0,30.6958,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
175,176,0,3,18.0,1,1,7.8542,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
176,177,0,3,28.0,3,1,25.4667,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
177,178,0,1,50.0,0,0,28.7125,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
178,179,0,2,30.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
179,180,0,3,36.0,0,0,0.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
180,181,0,3,28.0,8,2,69.55,True,False,True,False,0,0,1,0,0,,0,0,1,0,0
181,182,0,2,28.0,0,0,15.05,True,False,True,True,1,0,0,0,0,,1,0,0,0,0
182,183,0,3,9.0,4,2,31.3875,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
183,184,1,2,1.0,2,1,39.0,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
184,185,1,3,4.0,0,2,22.025,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
185,186,0,1,28.0,0,0,50.0,True,False,False,True,0,0,1,0,0,,0,0,1,0,0
186,187,1,3,28.0,1,0,15.5,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
187,188,1,1,45.0,0,0,26.55,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
188,189,0,3,40.0,1,1,15.5,False,False,True,True,0,1,0,0,0,,0,1,0,0,0
189,190,0,3,36.0,0,0,7.8958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
190,191,1,2,32.0,0,0,13.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
191,192,0,2,19.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
192,193,1,3,19.0,1,0,7.8542,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
193,194,1,2,3.0,1,1,26.0,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
194,195,1,1,44.0,0,0,27.7208,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
195,196,1,1,58.0,0,0,146.5208,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
196,197,0,3,28.0,0,0,7.75,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
197,198,0,3,42.0,0,1,8.4042,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
198,199,1,3,28.0,0,0,7.75,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
199,200,0,2,24.0,0,0,13.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
200,201,0,3,28.0,0,0,9.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
201,202,0,3,28.0,8,2,69.55,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
202,203,0,3,34.0,0,0,6.4958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
203,204,0,3,45.5,0,0,7.225,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
204,205,1,3,18.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
205,206,0,3,2.0,0,1,10.4625,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
206,207,0,3,32.0,1,0,15.85,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
207,208,1,3,26.0,0,0,18.7875,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
208,209,1,3,16.0,0,0,7.75,False,False,True,False,0,1,0,0,0,,0,1,0,0,0
209,210,1,1,40.0,0,0,31.0,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
210,211,0,3,24.0,0,0,7.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
211,212,1,2,35.0,0,0,21.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
212,213,0,3,22.0,0,0,7.25,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
213,214,0,2,30.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
214,215,0,3,28.0,1,0,7.75,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
215,216,1,1,31.0,1,0,113.275,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
216,217,1,3,27.0,0,0,7.925,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
217,218,0,2,42.0,1,0,27.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
218,219,1,1,32.0,0,0,76.2917,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
219,220,0,2,30.0,0,0,10.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
220,221,1,3,16.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
221,222,0,2,27.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
222,223,0,3,51.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
223,224,0,3,28.0,0,0,7.8958,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
224,225,1,1,38.0,1,0,90.0,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
225,226,0,3,22.0,0,0,9.35,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
226,227,1,2,19.0,0,0,10.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
227,228,0,3,20.5,0,0,7.25,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
228,229,0,2,18.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
229,230,0,3,28.0,3,1,25.4667,True,False,True,False,0,0,1,0,0,,0,0,1,0,0
230,231,1,1,35.0,1,0,83.475,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
231,232,0,3,29.0,0,0,7.775,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
232,233,0,2,59.0,0,0,13.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
233,234,1,3,5.0,4,2,31.3875,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
234,235,0,2,24.0,0,0,10.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
235,236,0,3,28.0,0,0,7.55,True,False,True,False,0,0,1,0,0,,0,0,1,0,0
236,237,0,2,44.0,1,0,26.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
237,238,1,2,8.0,0,2,26.25,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
238,239,0,2,19.0,0,0,10.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
239,240,0,2,33.0,0,0,12.275,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
240,241,0,3,28.0,1,0,14.4542,True,False,True,False,1,0,0,0,0,,1,0,0,0,0
241,242,1,3,28.0,1,0,15.5,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
242,243,0,2,29.0,0,0,10.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
243,244,0,3,22.0,0,0,7.125,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
244,245,0,3,30.0,0,0,7.225,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
245,246,0,1,44.0,2,0,90.0,False,False,False,True,0,1,0,0,0,,0,1,0,0,0
246,247,0,3,25.0,0,0,7.775,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
247,248,1,2,24.0,0,2,14.5,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
248,249,1,1,37.0,1,1,52.5542,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
249,250,0,2,54.0,1,0,26.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
250,251,0,3,28.0,0,0,7.25,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
251,252,0,3,29.0,1,1,10.4625,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
252,253,0,1,62.0,0,0,26.55,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
253,254,0,3,30.0,1,0,16.1,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
254,255,0,3,41.0,0,2,20.2125,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
255,256,1,3,29.0,0,2,15.2458,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
256,257,1,1,28.0,0,0,79.2,True,False,True,False,1,0,0,0,0,,1,0,0,0,0
257,258,1,1,30.0,0,0,86.5,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
258,259,1,1,35.0,0,0,512.3292,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
259,260,1,2,50.0,0,1,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
260,261,0,3,28.0,0,0,7.75,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
261,262,1,3,3.0,4,2,31.3875,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
262,263,0,1,52.0,1,1,79.65,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
263,264,0,1,40.0,0,0,0.0,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
264,265,0,3,28.0,0,0,7.75,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
265,266,0,2,36.0,0,0,10.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
266,267,0,3,16.0,4,1,39.6875,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
267,268,1,3,25.0,1,0,7.775,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
268,269,1,1,58.0,0,1,153.4625,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
269,270,1,1,35.0,0,0,135.6333,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
270,271,0,1,28.0,0,0,31.0,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
271,272,1,3,25.0,0,0,0.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
272,273,1,2,41.0,0,1,19.5,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
273,274,0,1,37.0,0,1,29.7,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
274,275,1,3,28.0,0,0,7.75,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
275,276,1,1,63.0,1,0,77.9583,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
276,277,0,3,45.0,0,0,7.75,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
